area_name,municipality_name,region_type,Health_GP_Distance_km,Health_GP_Count_Within_1km,Health_GP_Count_Within_3km,Health_GP_Count_Within_5km,Health_GP_after_hours_Distance_km,Health_Pharmacy_Distance_km,Health_Hospital_incl_Distance_km,Health_Hospital_incl_Count_Within_5km,Health_Hospital_incl_Count_Within_10km,Health_Hospital_incl_Count_Within_20km,Health_Hospital_excl_Distance_km,Health_Hospital_excl_Count_Within_5km,Health_Hospital_excl_Count_Within_10km,Health_Hospital_excl_Count_Within_20km,Retail_Daily_grocery_Distance_to_large_supermarket_km,Retail_Daily_grocery_Count_large_supermarketen_Within_1_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_3_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_5_km_count,Retail_Daily_grocery_Distance_to_other_daily_goods_km,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_1_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_3_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_5_km_count,Hospitality_Cafes_Distance_to_café_e.d._km,Hospitality_Cafes_Count_cafés_e.d._Within_1_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_3_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_5_km_count,Hospitality_Cafeterias_Distance_to_cafetaria_e.d._km,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_1_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_3_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_5_km_count,Hospitality_Restaurants_Distance_to_restaurant_km,Hospitality_Restaurants_Count_restaurants_Within_1_km_count,Hospitality_Restaurants_Count_restaurants_Within_3_km_count,Hospitality_Restaurants_Count_restaurants_Within_5_km_count,Traffic_transport_Distance_to_highway_ramp_km,Traffic_transport_Train_stations_Distance_to_treinstations_totaal_km,Traffic_transport_Train_stations_Distance_to_belangrijk_overstapstation_km,Leisure_culture_Distance_to_bibliotheek_km,Leisure_culture_Sport_Distance_to_indoor_pool_km,Leisure_culture_Sport_Distance_to_ice_rink_km,Leisure_culture_Museum_Distance_to_museum_km,Leisure_culture_Museum_Count_musea_Within_5_km_count,Leisure_culture_Museum_Count_musea_Within_10_km_count,Leisure_culture_Museum_Count_musea_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_podiumkunsten_totaal_km,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_5_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_10_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_music_venue_km,Leisure_culture_Cinema_Distance_to_bioscoop_km,Leisure_culture_Cinema_Count_bioscopen_Within_5_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_10_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_20_km_count,Leisure_culture_Recreation_Distance_to_sauna_km,Leisure_culture_Recreation_Distance_to_tanning_bed_km,Leisure_culture_Recreation_Distance_to_attraction_km,Leisure_culture_Recreation_Count_attractions_Within_10_km_count,Leisure_culture_Recreation_Count_attractions_Within_20_km_count,Leisure_culture_Recreation_Count_attractions_Within_50_km_count,district_x,Name_clean_x,match,GEBIED_NAAM,18_en_ouder,18_tot_65,65_en_ouder,area_name_normalized,district_y,Name_clean_y
Bloemgrachtbuurt,Amsterdam                               ,Buurt     ,0.4,8.0,53.7,108.8,3.5,0.4,1.2,3.0,6.0,13.0,3.5,2.0,5.0,10.0,0.5,6.7,67.7,142.6,0.2,69.4,556.6,873.9,0.1,53.8,492.0,616.5,0.2,57.5,535.9,780.1,0.2,133.2,1278.0,1876.0,2.9,2.5,2.5,1.3,0.7,7.0,0.3,41.9,47.0,67.1,0.5,36.4,49.7,66.1,1.4,1.3,11.9,14.1,21.0,1.0,0.6,2.9,7.0,15.3,62.6,Other,bloemgrachtbuurt,bloemgrachtbuurt,Bloemgrachtbuurt,71.3,74.5,57.8,bloemgrachtbuurt,Other,bloemgrachtbuurt
Groenmarktkadebuurt,Amsterdam                               ,Buurt     ,0.4,7.2,57.8,114.3,3.3,0.6,1.5,3.0,6.0,13.0,3.3,2.0,5.0,10.0,0.6,9.6,78.1,148.3,0.2,67.6,614.8,896.8,0.1,60.1,517.5,622.3,0.2,50.8,575.3,807.0,0.2,143.2,1396.0,1935.0,2.9,2.9,2.9,1.0,1.0,6.8,0.8,42.0,48.0,67.0,0.5,37.0,51.0,65.3,0.9,0.9,12.0,14.0,20.0,0.8,1.1,2.9,8.0,15.1,64.0,Other,groenmarktkadebuurt,groenmarktkadebuurt,Groenmarktkadebuurt,75.8,77.6,58.2,groenmarktkadebuurt,Other,groenmarktkadebuurt
Marnixbuurt-Zuid,Amsterdam                               ,Buurt     ,0.1,5.2,67.8,123.1,3.5,0.6,1.6,3.4,6.5,13.0,3.5,2.4,5.5,10.0,0.5,11.2,84.3,161.6,0.4,78.7,657.9,957.3,0.2,74.9,546.8,633.9,0.3,63.6,600.5,834.2,0.2,244.2,1516.0,2002.0,3.1,3.0,3.0,1.0,1.3,6.2,0.6,42.0,48.0,68.0,0.1,38.0,53.0,67.0,0.3,0.3,11.8,15.0,21.9,0.7,0.7,3.2,8.0,12.0,63.7,Other,marnixbuurtzuid,marnixbuurt zuid,Marnixbuurt Zuid,67.2,70.7,58.0,marnixbuurt zuid,Other,marnixbuurt zuid
Elandsgrachtbuurt,Amsterdam                               ,Buurt     ,0.5,6.3,59.0,114.4,3.5,0.6,1.4,3.0,6.0,13.0,3.5,2.0,5.0,10.0,0.4,7.6,76.3,148.1,0.2,72.9,611.0,901.8,0.1,63.7,521.1,624.5,0.2,61.8,572.0,807.0,0.1,170.6,1407.0,1938.0,3.2,2.8,2.8,1.1,1.2,6.7,0.7,42.0,47.9,67.2,0.4,37.2,51.5,66.4,0.9,0.9,12.0,14.4,21.2,0.8,1.0,3.1,8.0,13.4,63.9,Other,elandsgrachtbuurt,elandsgrachtbuurt,Elandsgrachtbuurt,69.4,72.8,56.9,elandsgrachtbuurt,Other,elandsgrachtbuurt
Passeerdersgrachtbuurt,Amsterdam                               ,Buurt     ,0.3,4.3,66.6,121.8,3.4,0.5,1.3,3.0,6.0,13.0,3.4,2.0,5.0,10.0,0.5,9.9,83.2,160.6,0.3,89.4,646.4,950.1,0.2,83.5,546.7,633.9,0.3,69.7,599.3,831.8,0.1,253.8,1507.0,1999.0,3.3,2.8,2.8,1.1,1.3,6.1,0.5,42.0,48.0,67.3,0.3,38.0,53.0,67.0,0.4,0.4,11.5,15.0,22.0,0.9,0.7,3.0,8.0,12.1,63.6,Other,passeerdersgrachtbuurt,passeerdersgrachtbuurt,Passeerdersgrachtbuurt,71.0,73.1,63.2,passeerdersgrachtbuurt,Other,passeerdersgrachtbuurt
Langestraat e.o.,Amsterdam                               ,Buurt     ,0.3,6.6,39.7,104.8,4.4,0.9,1.2,3.0,6.0,13.3,4.4,2.0,5.0,10.0,0.5,4.2,52.8,132.2,0.2,55.5,457.1,838.2,0.2,42.3,444.8,609.3,0.3,46.7,460.6,748.6,0.2,102.3,1103.0,1811.0,3.8,1.6,1.6,1.7,1.2,6.7,0.6,41.3,46.3,67.0,0.5,35.5,47.3,66.9,1.9,1.3,11.0,14.4,21.7,0.7,1.0,3.4,6.9,12.3,62.6,Other,langestraat eo,langestraat eo,Langestraat e.o.,76.4,78.3,70.3,langestraat e.o.,Other,langestraat eo
Leliegracht e.o.,Amsterdam                               ,Buurt     ,0.2,8.3,45.2,109.6,4.0,0.6,1.0,3.0,6.0,13.0,4.0,2.0,5.0,10.0,0.5,5.6,60.5,140.9,0.3,80.1,513.5,875.9,0.2,62.2,476.7,616.6,0.1,77.6,509.3,772.5,0.2,149.8,1225.0,1867.0,3.4,1.9,1.9,1.5,1.0,6.8,0.5,42.0,46.5,67.0,0.6,36.6,49.4,66.7,1.6,1.4,11.4,14.2,21.5,0.6,0.6,3.3,7.3,12.3,62.5,Other,leliegracht eo,leliegracht eo,Leliegracht e.o.,76.2,76.9,72.2,leliegracht e.o.,Other,leliegracht eo
Felix Meritisbuurt,Amsterdam                               ,Buurt     ,0.4,7.2,56.1,118.1,3.6,0.6,0.8,3.0,6.0,13.0,3.6,2.0,5.0,10.0,0.3,6.6,75.0,151.7,0.2,99.6,593.2,915.6,0.2,76.4,521.3,630.9,0.1,92.4,569.4,807.8,0.1,194.8,1400.0,1951.0,3.5,2.2,2.2,1.5,1.4,6.4,0.5,41.9,47.4,67.0,0.4,37.6,52.5,66.9,1.0,1.0,11.3,14.8,21.9,0.5,0.9,3.0,8.0,12.2,63.4,Other,felix meritisbuurt,felix meritisbuurt,Felix Meritisbuurt,76.2,77.8,68.8,felix meritisbuurt,Other,felix meritisbuurt
Leidsegracht-Noord,Amsterdam                               ,Buurt     ,0.6,3.7,61.3,122.9,3.3,0.6,1.1,3.0,6.0,13.0,3.3,2.0,5.0,10.0,0.4,6.3,79.3,156.8,0.2,88.3,613.2,929.3,0.2,88.9,532.5,632.8,0.2,76.6,590.2,823.4,0.2,236.0,1454.0,1978.0,3.6,2.5,2.5,1.5,1.5,6.0,0.2,41.8,48.0,67.0,0.5,38.0,53.0,66.4,0.6,0.6,11.0,15.0,21.5,0.9,0.8,2.7,8.0,12.0,63.2,Other,leidsegrachtnoord,leidsegracht noord,Leidsegracht Noord,76.6,77.5,72.5,leidsegracht noord,Other,leidsegracht noord
Hemelrijk,Amsterdam                               ,Buurt     ,0.4,4.2,37.2,105.8,4.3,1.1,1.2,3.0,6.0,13.1,4.3,2.0,5.0,10.0,0.4,2.1,51.3,133.7,0.1,41.5,438.0,835.8,0.1,34.7,437.8,612.0,0.1,46.6,445.8,746.3,0.0,72.9,1070.0,1812.0,4.0,1.5,1.5,1.8,1.6,6.4,0.8,41.0,46.0,66.7,1.0,35.6,47.4,65.9,2.1,1.5,11.0,14.1,21.0,0.8,1.3,3.2,7.0,12.0,62.1,Other,hemelrijk,hemelrijk,Hemelrijk,72.4,73.0,63.6,hemelrijk,Other,hemelrijk
Nieuwendijk-Noord,Amsterdam                               ,Buurt     ,0.9,1.4,38.8,111.3,4.1,1.0,1.1,3.0,6.0,13.0,4.1,2.0,5.0,10.0,0.6,4.1,52.1,141.0,0.0,50.5,434.2,861.0,0.0,49.2,438.4,617.3,0.0,73.4,448.4,758.6,0.0,92.1,1074.0,1845.0,4.3,1.6,1.6,1.7,1.9,6.1,0.5,41.2,46.0,67.0,1.4,35.8,48.8,63.9,2.2,1.8,11.0,14.2,19.6,0.8,1.5,2.9,7.4,12.2,62.2,Other,nieuwendijknoord,nieuwendijk noord,Nieuwendijk Noord,71.5,72.2,56.9,nieuwendijk noord,Other,nieuwendijk noord
Spuistraat-Noord,Amsterdam                               ,Buurt     ,0.4,7.4,42.6,113.1,4.1,0.7,0.7,3.0,6.0,13.0,4.1,2.0,5.0,10.0,0.5,4.7,59.5,143.0,0.1,68.6,496.7,884.5,0.1,58.7,468.3,620.8,0.0,83.6,497.8,774.6,0.0,126.1,1204.0,1871.0,3.8,1.8,1.8,1.9,1.3,6.5,0.6,41.4,46.4,67.0,0.8,36.9,49.1,66.9,1.7,1.6,11.0,14.0,21.9,0.5,0.9,3.3,7.8,12.0,62.9,Other,spuistraatnoord,spuistraat noord,Spuistraat Noord,74.6,75.3,68.1,spuistraat noord,Other,spuistraat noord
Nieuwe Kerk e.o.,Amsterdam                               ,Buurt     ,0.7,2.3,39.6,113.7,3.9,0.9,1.0,3.0,6.0,13.0,3.9,2.0,5.0,10.0,0.5,3.8,54.5,143.2,0.0,62.1,456.9,873.3,0.0,60.5,455.3,618.7,0.0,88.0,470.7,768.3,0.0,120.8,1134.0,1864.0,4.2,1.4,1.4,1.5,1.8,5.9,0.5,41.2,46.2,66.9,1.2,37.0,49.0,64.7,2.1,1.7,11.0,14.1,20.4,0.5,1.4,2.7,8.0,12.3,62.1,Other,nieuwe kerk eo,nieuwe kerk eo,Nieuwe Kerk e.o.,73.7,74.3,64.7,nieuwe kerk e.o.,Other,nieuwe kerk eo
Spuistraat-Zuid,Amsterdam                               ,Buurt     ,0.2,4.7,53.4,120.6,3.5,0.3,0.3,3.0,6.0,13.0,3.5,2.0,5.0,10.0,0.4,5.8,73.9,153.6,0.2,101.7,574.3,918.0,0.1,73.4,514.2,630.8,0.1,104.0,562.5,804.4,0.0,186.2,1379.0,1951.0,3.9,2.0,2.0,1.8,1.6,6.1,0.4,41.4,47.4,67.0,0.7,38.0,52.9,66.0,1.2,1.0,11.0,14.9,21.3,0.5,1.1,2.7,8.0,12.0,62.7,Other,spuistraatzuid,spuistraat zuid,Spuistraat Zuid,72.7,74.4,59.5,spuistraat zuid,Other,spuistraat zuid
Begijnhofbuurt,Amsterdam                               ,Buurt     ,0.5,4.5,48.1,120.3,3.6,0.5,0.5,3.0,6.0,13.0,3.6,2.0,5.0,10.0,0.3,6.4,69.3,152.8,0.1,99.8,545.2,913.4,0.1,78.2,499.6,628.3,0.1,116.4,544.0,799.4,0.0,178.9,1327.0,1938.0,3.9,1.7,1.7,1.8,1.6,6.0,0.3,41.2,47.3,67.0,0.9,38.0,52.3,66.0,1.4,1.1,11.0,14.6,21.1,0.7,1.1,2.7,8.0,12.0,62.8,Other,begijnhofbuurt,begijnhofbuurt,Begijnhofbuurt,70.3,73.6,54.8,begijnhofbuurt,Other,begijnhofbuurt
Kalverdriehoek,Amsterdam                               ,Buurt     ,0.9,1.6,45.5,119.7,3.5,0.8,1.0,2.9,6.0,13.0,3.5,1.9,5.0,10.0,0.3,6.1,67.3,152.5,0.0,88.8,522.3,911.0,0.1,73.7,484.9,628.7,0.0,93.1,525.7,797.9,0.0,147.2,1280.0,1936.0,4.3,2.0,2.0,2.0,1.9,6.0,0.3,41.2,47.4,65.3,0.3,38.0,52.6,65.0,1.5,1.0,11.0,14.6,20.0,1.1,1.4,2.7,7.8,12.2,62.3,Other,kalverdriehoek,kalverdriehoek,Kalverdriehoek,75.6,76.5,61.3,kalverdriehoek,Other,kalverdriehoek
Kop Zeedijk,Amsterdam                               ,Buurt     ,0.8,1.8,41.7,120.5,3.1,0.3,1.3,2.3,6.0,13.1,3.1,1.3,5.0,10.0,0.3,5.9,62.7,147.8,0.1,54.4,463.5,894.7,0.0,100.8,460.9,630.0,0.1,94.5,480.9,778.4,0.0,175.1,1139.0,1904.0,4.6,1.0,1.0,1.0,2.3,5.2,0.3,42.1,46.0,63.7,0.6,37.3,50.2,63.0,2.4,1.5,11.8,15.0,19.0,1.4,1.9,2.0,7.5,13.0,62.5,Other,kop zeedijk,kop zeedijk,Kop Zeedijk,72.4,73.5,61.7,kop zeedijk,Other,kop zeedijk
Oude Kerk e.o.,Amsterdam                               ,Buurt     ,1.0,0.9,38.9,113.4,3.5,0.6,1.2,2.5,6.0,13.0,3.5,1.5,5.0,10.0,0.3,5.6,52.9,141.6,0.0,62.5,436.5,865.3,0.1,91.8,444.7,619.8,0.1,95.9,457.1,762.0,0.1,158.2,1080.0,1850.0,4.5,1.4,1.4,1.4,2.2,5.6,0.5,41.8,46.0,64.7,0.9,36.4,49.8,63.8,2.3,1.7,11.1,14.8,19.2,1.2,1.7,2.4,7.6,12.5,61.7,Other,oude kerk eo,oude kerk eo,Oude Kerk e.o.,70.9,72.8,55.2,oude kerk e.o.,Other,oude kerk eo
Burgwallen-Oost,Amsterdam                               ,Buurt     ,0.7,2.3,43.6,119.4,3.2,0.4,1.2,2.6,6.0,13.0,3.2,1.6,5.0,10.0,0.3,7.0,65.2,149.4,0.1,59.7,483.8,904.8,0.0,103.3,470.9,629.7,0.1,98.2,500.2,786.5,0.1,183.6,1193.0,1915.0,4.5,1.2,1.2,1.2,2.2,5.4,0.5,42.0,46.2,63.9,0.5,37.6,51.0,63.3,2.2,1.2,11.6,15.0,19.1,1.2,1.8,2.1,7.4,13.0,62.0,Other,burgwallenoost,burgwallen oost,Burgwallen Oost,70.8,72.1,60.0,burgwallen oost,Other,burgwallen oost
Nes e.o.,Amsterdam                               ,Buurt     ,0.7,2.5,43.6,118.3,3.7,0.6,0.8,3.0,6.0,13.0,3.7,2.0,5.0,10.0,0.4,7.4,64.8,150.6,0.2,89.0,508.1,906.1,0.1,88.4,482.0,626.3,0.1,112.1,520.1,788.2,0.1,164.9,1253.0,1917.0,4.1,1.7,1.7,1.7,1.9,5.9,0.4,41.1,46.9,66.6,0.5,38.0,52.2,64.6,1.8,1.1,11.0,14.7,20.2,0.9,1.4,2.7,8.0,12.1,62.0,Other,nes eo,nes eo,Nes e.o.,74.6,75.2,68.0,nes e.o.,Other,nes eo
BG-terrein e.o.,Amsterdam                               ,Buurt     ,0.6,2.0,47.3,119.8,3.2,0.5,1.0,2.8,6.0,13.0,3.2,1.8,5.0,10.0,0.4,8.2,68.0,150.8,0.1,89.6,509.6,908.3,0.1,118.5,485.3,628.0,0.2,122.3,523.8,793.2,0.1,220.4,1260.0,1924.0,4.3,1.6,1.6,1.5,1.9,5.6,0.6,41.9,46.7,65.9,0.6,37.9,52.0,64.4,1.9,1.0,11.0,15.0,19.5,1.1,1.5,2.3,7.8,12.9,62.1,Other,bgterrein eo,bgterrein eo,BG-terrein e.o.,72.0,73.9,59.9,bg terrein e.o.,Other,bgterrein eo
Nieuwmarkt/Lastage,Amsterdam                               ,Wijk      ,0.6,2.1,45.7,118.5,2.6,0.7,1.9,2.0,6.0,12.9,2.6,1.0,5.0,9.3,0.5,5.1,62.8,143.0,0.3,28.3,456.4,876.9,0.2,53.5,439.8,621.2,0.3,41.9,475.6,766.9,0.2,102.5,1094.0,1885.0,4.9,1.5,1.5,1.3,2.4,4.9,0.7,43.1,46.2,60.9,0.7,36.5,50.3,60.3,2.5,1.3,12.1,15.0,19.0,2.0,2.0,1.6,6.5,12.6,61.7,Other,nieuwmarktlastage,lastage,Lastage,73.5,76.0,61.6,lastage,Other,lastage
Oosterdokseiland,Amsterdam                               ,Buurt     ,1.0,0.8,32.7,108.4,3.4,0.9,1.9,2.0,6.0,13.0,3.4,1.0,5.0,10.0,0.1,2.6,40.2,132.5,0.5,17.3,378.7,829.2,0.6,29.9,391.3,613.8,0.1,25.9,394.3,742.8,0.1,67.2,886.5,1788.0,5.0,0.8,0.8,0.2,2.7,5.3,1.0,42.0,46.0,61.8,1.0,34.4,48.9,62.2,3.1,2.1,11.8,15.0,19.0,1.9,2.2,2.1,6.5,12.0,61.8,Other,oosterdokseiland,oosterdokseiland,Oosterdokseiland,73.4,74.2,68.1,oosterdokseiland,Other,oosterdokseiland
Lastage,Amsterdam                               ,Buurt     ,0.4,1.9,46.0,122.0,2.8,0.5,1.8,2.0,6.0,13.3,2.8,1.0,5.0,9.5,0.5,6.3,61.8,141.4,0.3,37.7,467.7,878.9,0.4,78.4,450.5,626.4,0.4,63.8,473.0,767.8,0.2,145.1,1096.0,1887.0,5.0,1.1,1.1,1.0,2.6,4.9,0.7,43.1,46.0,61.2,0.3,36.4,49.7,61.2,2.7,1.6,12.0,15.0,19.0,1.8,2.2,1.6,6.4,12.7,61.8,Other,lastage,lastage,Lastage,73.5,76.0,61.6,lastage,Other,lastage
Scheepvaarthuisbuurt,Amsterdam                               ,Buurt     ,0.3,2.3,45.6,122.5,2.8,0.8,1.9,2.0,6.0,13.7,2.8,1.0,5.0,9.9,0.7,6.5,59.9,141.3,0.3,29.9,458.9,874.2,0.2,52.8,442.1,623.8,0.4,42.5,462.1,767.1,0.3,113.5,1056.0,1871.0,5.0,1.0,1.0,0.9,2.6,4.7,0.9,43.4,46.0,60.5,0.5,35.6,49.1,62.3,2.9,1.7,12.5,15.0,19.0,1.9,2.2,1.5,6.1,12.0,61.6,Other,scheepvaarthuisbuurt,scheepvaarthuisbuurt,Scheepvaarthuisbuurt,76.2,77.9,67.4,scheepvaarthuisbuurt,Other,scheepvaarthuisbuurt
Rapenburg,Amsterdam                               ,Buurt     ,0.5,2.4,51.4,117.7,2.3,0.5,2.3,2.0,6.0,13.0,2.3,1.0,5.0,9.0,0.7,3.3,65.6,141.6,0.4,8.4,433.4,849.5,0.2,10.8,415.3,605.5,0.4,10.7,456.5,757.0,0.1,28.7,1010.0,1853.0,4.9,1.6,1.6,1.5,2.6,4.3,0.6,44.4,46.0,60.2,1.0,36.0,49.3,58.5,2.8,1.4,13.0,15.0,19.0,2.5,1.9,1.0,6.0,12.1,61.1,Other,rapenburg,rapenburg,Rapenburg,72.7,74.4,61.3,rapenburg,Other,rapenburg
Nieuwmarkt,Amsterdam                               ,Buurt     ,0.3,2.5,44.3,120.0,2.7,0.5,1.6,2.0,6.0,12.3,2.7,1.0,5.0,9.2,0.3,7.2,64.2,145.7,0.2,44.7,471.2,899.1,0.2,85.9,459.7,630.3,0.2,68.7,494.0,776.5,0.1,151.5,1160.0,1915.0,4.9,1.3,1.3,1.2,2.5,5.2,0.6,42.6,46.0,61.0,0.5,37.9,50.8,60.7,2.3,1.2,11.9,15.0,19.0,1.7,2.1,1.8,6.7,13.0,62.0,Other,nieuwmarkt,nieuwmarkt,Nieuwmarkt,64.6,68.8,55.4,nieuwmarkt,Other,nieuwmarkt
Uilenburg,Amsterdam                               ,Buurt     ,0.7,1.7,46.8,116.6,2.3,0.9,2.2,2.0,6.0,12.9,2.3,1.0,5.0,9.0,0.5,4.8,62.9,142.1,0.5,14.5,441.8,868.6,0.3,31.7,424.3,616.1,0.5,20.8,471.8,759.1,0.3,58.6,1056.0,1878.0,4.9,1.8,1.8,1.7,2.3,4.6,0.5,43.5,46.2,60.6,0.9,36.0,50.0,58.7,2.5,1.2,12.3,15.0,19.0,2.3,2.1,1.3,6.3,12.6,61.6,Other,uilenburg,uilenburg,Uilenburg,70.6,73.1,60.7,uilenburg,Other,uilenburg
Valkenburg,Amsterdam                               ,Buurt     ,0.7,3.3,50.7,118.3,2.0,0.8,2.0,2.0,6.0,13.0,2.0,1.0,5.0,9.0,0.6,3.5,67.6,144.0,0.4,11.5,448.5,860.3,0.2,25.3,416.7,612.1,0.4,19.7,466.5,761.8,0.2,52.5,1048.0,1869.0,4.8,1.9,1.9,1.7,2.4,4.2,0.6,44.0,46.1,60.6,1.0,35.6,50.0,58.7,2.6,1.1,12.8,15.0,19.0,2.5,1.7,0.8,6.2,12.8,61.5,Other,valkenburg,valkenburg,Valkenburg,71.3,75.6,59.4,valkenburg,Other,valkenburg
Zuiderkerkbuurt,Amsterdam                               ,Buurt     ,0.6,1.5,41.6,117.2,3.2,0.8,1.5,2.1,6.0,12.5,3.2,1.1,5.0,9.5,0.4,5.0,61.9,145.5,0.1,45.4,468.3,896.9,0.2,74.6,465.7,627.3,0.2,59.9,495.1,777.6,0.1,144.7,1185.0,1912.0,4.7,1.6,1.6,1.5,2.2,5.6,0.9,41.7,46.5,61.4,0.4,37.9,52.1,61.8,2.0,0.9,11.1,15.0,19.1,1.5,1.8,2.4,7.0,12.8,62.0,Other,zuiderkerkbuurt,zuiderkerkbuurt,Zuiderkerkbuurt,69.8,73.3,59.2,zuiderkerkbuurt,Other,zuiderkerkbuurt
Waterloopleinbuurt,Amsterdam                               ,Buurt     ,0.6,1.4,48.3,120.2,2.1,1.0,1.9,2.0,6.3,12.9,2.1,1.0,5.3,9.0,0.4,5.2,70.0,144.9,0.2,27.5,497.0,896.2,0.1,59.9,453.8,627.2,0.3,38.6,512.3,773.1,0.1,112.2,1186.0,1915.0,4.6,1.9,1.9,1.7,2.1,4.6,0.3,43.3,47.0,60.9,0.6,36.7,51.1,59.6,2.2,0.9,11.9,15.0,19.0,2.1,1.8,1.2,6.8,12.8,61.6,Other,waterloopleinbuurt,waterloopleinbuurt,Waterloopleinbuurt,70.3,73.6,59.3,waterloopleinbuurt,Other,waterloopleinbuurt
Leidsegracht-Zuid,Amsterdam                               ,Buurt     ,0.7,2.3,64.5,125.9,3.1,0.4,1.0,3.0,6.0,13.0,3.1,2.0,5.0,10.0,0.3,6.7,81.9,161.4,0.1,88.0,622.3,945.5,0.2,107.1,529.5,634.2,0.2,86.5,594.6,832.8,0.0,270.4,1469.0,1993.0,3.5,2.5,2.5,1.7,1.3,5.8,0.3,41.3,48.4,67.0,0.5,38.0,53.0,65.4,0.7,0.4,11.0,15.0,20.9,1.1,0.6,2.6,8.0,12.0,63.0,Other,leidsegrachtzuid,leidsegracht zuid,Leidsegracht Zuid,76.6,77.9,69.8,leidsegracht zuid,Other,leidsegracht zuid
Rembrandtplein e.o.,Amsterdam                               ,Buurt     ,0.6,2.5,59.3,123.8,2.6,0.7,1.3,2.3,6.0,12.7,2.6,1.3,5.0,9.7,0.4,6.5,79.1,153.6,0.1,77.3,577.8,923.2,0.0,88.2,505.0,634.0,0.1,76.1,563.8,811.3,0.0,191.0,1380.0,1972.0,4.1,2.2,2.2,2.0,1.7,5.3,0.4,42.1,48.2,61.5,0.3,37.5,53.0,63.9,1.5,0.4,11.3,15.0,19.9,1.5,1.3,2.0,7.1,12.6,62.4,Other,rembrandtplein eo,buyskade eo,Buyskade e.o.,70.9,73.5,52.7,buyskade e.o.,Other,buyskade eo
Spiegelbuurt,Amsterdam                               ,Buurt     ,0.8,3.0,60.2,126.2,3.0,0.5,1.3,2.9,6.4,13.0,3.0,1.9,5.4,10.0,0.5,5.1,79.4,161.8,0.1,64.6,602.1,946.4,0.4,89.4,515.1,633.5,0.2,63.0,576.0,831.8,0.2,223.1,1432.0,1986.0,3.6,2.7,2.7,1.9,1.2,5.7,0.4,41.1,48.7,65.8,0.7,37.8,53.0,64.9,0.8,0.5,11.0,15.0,20.3,1.4,0.6,2.5,7.8,12.0,63.0,Other,spiegelbuurt,spiegelbuurt,Spiegelbuurt,77.1,78.3,69.9,spiegelbuurt,Other,spiegelbuurt
Amstelveldbuurt,Amsterdam                               ,Buurt     ,0.4,4.0,67.1,122.1,2.1,0.3,1.8,2.0,6.4,12.0,2.1,1.0,5.4,9.0,0.5,4.9,89.3,148.9,0.2,39.4,602.9,910.2,0.1,43.5,493.4,629.8,0.2,33.3,579.8,800.1,0.1,127.5,1389.0,1955.0,3.7,2.8,2.9,1.8,1.6,4.8,0.4,42.0,48.7,61.0,0.4,37.0,53.0,62.1,1.5,0.8,11.0,15.0,20.0,2.0,1.0,1.9,7.0,12.0,61.8,Other,amstelveldbuurt,amstelveldbuurt,Amstelveldbuurt,76.8,78.6,69.1,amstelveldbuurt,Other,amstelveldbuurt
De Weteringschans,Amsterdam                               ,Wijk      ,0.5,4.8,65.9,124.6,2.4,0.5,1.8,2.9,6.9,12.5,2.4,1.9,5.9,9.5,0.5,7.0,87.5,157.5,0.3,40.2,608.5,938.0,0.3,46.1,490.4,631.8,0.3,36.9,569.4,818.1,0.2,145.5,1407.0,1977.0,3.4,2.9,3.1,1.6,1.1,5.1,0.6,41.5,48.9,63.7,0.5,37.2,53.0,63.6,1.0,0.8,11.0,15.0,20.2,2.0,0.6,2.2,7.4,12.0,62.4,Other,de weteringschans,de bongerd,De Bongerd,73.2,74.1,58.0,de bongerd,Other,de bongerd
